14.7,-3120802.36136,4086490.34575,3761265.07959
14.8,-3120803.35226,4086490.01679,3761264.61794
14.9,-3120804.40544,4086489.69546,3761264.09672
15.0,-3120805.57226,4086489.30114,3761263.56061
15.1,-3120806.68345,4086488.90791,3761263.06917
15.2,-3120807.74139,4086488.44496,3761262.69687
15.3,-3120808.76324,4086487.88537,3761262.45859
15.4,-3120809.76506,4086487.29968,3761262.265
15.5,-3120810.78831,4086486.76661,3761261.99695
15.6,-3120811.90664,4086486.16094,3761261.72889
15.7,-3120813.03779,4086485.44889,3761261.56507
15.8,-3120814.0382,4086484.83667,3761261.40126
15.9,-3120815.01486,4086484.24259,3761261.23745
16.0,-3120815.88069,4086483.77456,3761261.02896
16.1,-3120816.90723,4086483.07339,3761260.93961
16.2,-3120817.85825,4086482.34711,3761260.93961
16.3,-3120818.89572,4086481.73418,3761260.74602
16.4,-3120819.87049,4086480.98976,3761260.74602
16.5,-3120820.75774,4086480.22938,3761260.83537
16.6,-3120821.6911,4086479.40619,3761260.9545
16.7,-3120822.53702,4086478.56698,3761261.16299
16.8,-3120823.32057,4086477.72019,3761261.43104
16.9,-3120823.68341,4086476.98772,3761261.92248
17.0,-3120824.14131,4086476.18265,3761262.41392
17.1,-3120824.81886,4086475.32022,3761262.78622
17.2,-3120825.58252,4086474.44723,3761263.09895
17.3,-3120826.3913,4086473.60878,3761263.33723
17.4,-3120827.23582,4086472.74304,3761263.57549
17.5,-3120828.02175,4086471.82544,3761263.91802
17.6,-3120828.78919,4086470.90816,3761264.27543
17.7,-3120829.5272,4086469.90297,3761264.75197
17.8,-3120830.26802,4086468.95083,3761265.16895
17.9,-3120830.93842,4086467.95588,3761265.69016
18.0,-3120831.55893,4086467.06801,3761266.13692
18.1,-3120832.21231,4086466.09985,3761266.64326
18.2,-3120832.83759,4086465.07036,3761267.23893
18.3,-3120833.37297,4086464.09571,3761267.84951
18.4,-3120834.02865,4086463.05679,3761268.4303
18.5,-3120834.54604,4086462.20629,3761268.92173
18.6,-3120834.97969,4086461.29553,3761269.5472
18.7,-3120835.49083,4086460.21521,3761270.29179
18.8,-3120836.14462,4086459.02595,3761271.03639
18.9,-3120836.64917,4086457.93686,3761271.79588
19.0,-3120837.18076,4086456.66152,3761272.73408
19.1,-3120837.56305,4086455.48641,3761273.68717
19.2,-3120837.9178,4086454.37372,3761274.59559
19.3,-3120838.27109,4086453.23456,3761275.53378
19.4,-3120838.54261,4086452.18544,3761276.44219
19.5,-3120838.76516,4086451.14612,3761277.38038
19.6,-3120839.0619,4086450.10533,3761278.25902
19.7,-3120839.22357,4086449.08491,3761279.22699
19.8,-3120839.33247,4086448.11857,3761280.18008
19.9,-3120839.45617,4086447.19615,3761281.0736
20.0,-3120839.44996,4086446.27633,3761282.07136
20.1,-3120839.44481,4086445.25911,3761283.17337
20.2,-3120839.37729,4086444.23432,3761284.33494
20.3,-3120839.17476,4086443.22984,3761285.58587
20.4,-3120838.94085,4086442.33212,3761286.74744
20.5,-3120838.70316,4086441.47869,3761287.86434
20.6,-3120838.40074,4086440.68851,3761288.96634
20.7,-3120838.10266,4086439.97779,3761289.97899
20.8,-3120837.76744,4086439.26784,3761291.02143
20.9,-3120837.45751,4086438.22119,3761292.40639
21.0,-3120836.96206,4086437.52321,3761293.56796
21.1,-3120836.54319,4086436.75295,3761294.74443
21.2,-3120836.0544,4086436.06369,3761295.8911
21.3,-3120835.54949,4086435.30394,3761297.12713
21.4,-3120834.80729,4086434.8496,3761298.22914
21.5,-3120834.30091,4086434.06338,3761299.49495
21.6,-3120833.68804,4086433.48267,3761300.62674
21.7,-3120833.08757,4086433.01668,3761301.62451
21.8,-3120832.60593,4086432.45995,3761302.62226
21.9,-3120831.98543,4086431.96787,3761303.6647
22.0,-3120831.03922,4086431.86252,3761304.55821
22.1,-3120830.13113,4086431.65908,3761305.52619
22.2,-3120829.27859,4086431.45459,3761306.44949
22.3,-3120828.34429,4086431.34015,3761307.34301
22.4,-3120827.46422,4086431.1981,3761308.22163
22.5,-3120826.51466,4086431.26091,3761308.93644
22.6,-3120825.5742,4086431.26157,3761309.71082
22.7,-3120824.52529,4086431.31745,3761310.51499
22.8,-3120823.38278,4086431.47242,3761311.28936
22.9,-3120822.47791,4086431.4459,3761312.06374
23.0,-3120821.62972,4086431.3209,3761312.89769
23.1,-3120820.64407,4086431.28707,3761313.74653
23.2,-3120819.74306,4086431.2162,3761314.56559
23.3,-3120818.81304,4086431.18129,3761315.36975
23.4,-3120817.83019,4086431.20052,3761316.15902
23.5,-3120817.00197,4086431.10166,3761316.94829
23.6,-3120816.18559,4086430.99376,3761317.73756
23.7,-3120815.37586,4086430.89457,3761318.51194
23.8,-3120814.54092,4086430.78705,3761319.31611
23.9,-3120813.66225,4086430.67152,3761320.16495
24.0,-3120812.77742,4086430.67109,3761320.89464
24.1,-3120811.87921,4086430.65328,3761321.65413
24.2,-3120810.98633,4086430.6176,3761322.42851
24.3,-3120810.14094,4086430.54565,3761323.20289
24.4,-3120809.20042,4086430.54636,3761323.97726
24.5,-3120808.24524,4086430.50305,3761324.81122
24.6,-3120807.31235,4086430.41513,3761325.67494
24.7,-3120806.39942,4086430.35336,3761326.494
24.8,-3120805.55831,4086430.36093,3761327.17903
24.9,-3120804.53224,4086430.49596,3761327.87894
25.0,-3120803.62269,4086430.61101,3761328.5044
25.1,-3120802.8225,4086430.57354,3761329.20432
25.2,-3120801.93094,4086430.56444,3761329.94892
25.3,-3120801.0038,4086430.58253,3761330.69351
25.4,-3120800.19548,4086430.50987,3761331.4381
25.5,-3120799.41623,4086430.4012,3761332.19758
25.6,-3120798.50471,4086430.36595,3761332.98686
25.7,-3120797.72546,4086430.25728,3761333.74634
25.8,-3120796.96324,4086430.12182,3761334.52072
25.9,-3120796.21965,4086429.98592,3761335.2802
26.0,-3120795.44083,4086430.00112,3761335.90566
26.1,-3120794.69241,4086430.0069,3761336.51623
26.2,-3120793.90644,4086429.88958,3761337.2906
26.3,-3120792.8866,4086429.90945,3761338.10966
26.4,-3120791.88288,4086429.9998,3761338.83936
26.5,-3120790.88007,4086429.99288,3761339.6733
26.6,-3120789.9249,4086429.94957,3761340.50724
26.7,-3120789.00153,4086429.92336,3761341.29652
26.8,-3120788.1048,4086429.93202,3761342.02621
26.9,-3120787.2185,4086429.9051,3761342.7857
27.0,-3120786.32554,4086429.86947,3761343.56008
27.1,-3120785.52394,4086429.80547,3761344.28978
27.2,-3120784.71324,4086429.80362,3761344.95991
27.3,-3120783.91823,4086429.74838,3761345.67472
27.4,-3120783.08713,4086429.59651,3761346.52356
27.5,-3120782.3102,4086429.41708,3761347.3575
27.6,-3120781.52807,4086429.25541,3761348.17655
27.7,-3120780.63134,4086429.26407,3761348.90625
27.8,-3120779.74363,4086429.21062,3761349.69552
27.9,-3120778.94582,4086429.10233,3761350.46989
28.0,-3120778.07423,4086429.11937,3761351.16981
28.1,-3120776.94742,4086429.22095,3761351.98886
28.2,-3120776.0492,4086429.20313,3761352.74834
28.3,-3120775.05452,4086429.23138,3761353.53761
28.4,-3120774.16163,4086429.19569,3761354.31198
28.5,-3120773.29103,4086429.1154,3761355.11614
28.6,-3120772.40332,4086429.06195,3761355.90541
28.7,-3120771.50468,4086428.92025,3761356.79892
28.8,-3120770.68262,4086428.70628,3761357.70732
28.9,-3120769.86624,4086428.59837,3761358.49659
29.0,-3120769.09786,4086428.578,3761359.15183
29.1,-3120768.19209,4086428.64875,3761359.82196
29.2,-3120767.36807,4086428.62946,3761360.52187
29.3,-3120766.55982,4086428.55673,3761361.26647
29.4,-3120765.77672,4086428.4924,3761361.98127
29.5,-3120765.073,4086428.40884,3761362.65141
29.6,-3120764.24471,4086428.31002,3761363.44067
29.7,-3120763.28288,4086428.25798,3761364.2895
29.8,-3120762.35664,4086428.17877,3761365.13833
29.9,-3120761.35242,4086428.1453,3761366.00206
30.0,-3120760.4196,4086428.05731,3761366.86578
30.1,-3120759.48145,4086427.98719,3761367.71461
30.2,-3120758.64658,4086427.8796,3761368.51877
30.3,-3120757.58435,4086427.91803,3761369.35272
30.4,-3120756.62294,4086427.98986,3761370.06752
30.5,-3120755.68389,4086428.01703,3761370.81211
30.6,-3120754.70154,4086428.16006,3761371.46735
30.7,-3120753.87522,4086428.21152,3761372.0928
30.8,-3120752.91662,4086428.33641,3761372.74805
30.9,-3120751.89343,4086428.52443,3761373.38839
31.0,-3120750.87164,4086428.73897,3761373.99896
31.1,-3120749.86554,4086428.90013,3761374.65419
31.2,-3120748.87135,4086429.0522,3761375.30943
31.3,-3120747.90231,4086429.21266,3761375.93488
31.4,-3120746.95472,4086429.42573,3761376.48588
31.5,-3120745.94905,4086429.71077,3761377.00709
31.6,-3120744.88781,4086429.99683,3761377.57298
31.7,-3120743.91402,4086430.29891,3761378.04952
31.8,-3120742.87563,4086430.66412,3761378.51117
31.9,-3120741.93652,4086431.03632,3761378.88345
32.0,-3120740.94088,4086431.50689,3761379.19618
32.1,-3120739.99568,4086431.99412,3761379.44935
32.2,-3120739.03332,4086432.50827,3761379.68761
32.3,-3120738.04195,4086433.05837,3761379.91099
32.4,-3120736.99495,4086433.60955,3761380.17904
32.5,-3120735.84903,4086434.27768,3761380.40241
32.6,-3120734.84337,4086434.90768,3761380.55134
32.7,-3120733.94379,4086435.55327,3761380.59601
32.8,-3120732.94767,4086436.245,3761380.67047
32.9,-3120731.91966,4086436.91967,3761380.78961
33.0,-3120731.01482,4086437.58308,3761380.81939
33.1,-3120729.96594,4086438.32888,3761380.87896
33.2,-3120728.78724,4086439.07725,3761381.04276
33.3,-3120727.76926,4086439.93745,3761380.95341
33.4,-3120726.84397,4086440.79587,3761380.78961
33.5,-3120725.82214,4086441.70041,3761380.65558
33.6,-3120724.85314,4086442.55082,3761380.53644
33.7,-3120724.00057,4086443.38129,3761380.34285
33.8,-3120723.20511,4086444.23716,3761380.0748
33.9,-3120722.40055,4086445.15518,3761379.74718
34.0,-3120721.38159,4086446.11273,3761379.55358
34.1,-3120720.39311,4086447.0608,3761379.3451
34.2,-3120719.5187,4086448.05976,3761378.9877
34.3,-3120718.70369,4086449.01335,3761378.6303
34.4,-3120717.93486,4086449.90408,3761378.30267
34.5,-3120717.37326,4086450.62274,3761377.98995
34.6,-3120717.28626,4086451.07557,3761377.57298
34.7,-3120717.6457,4086451.54624,3761376.76883
34.8,-3120718.31658,4086452.05508,3761375.66683
34.9,-3120718.94752,4086452.51162,3761374.65419
35.0,-3120719.71157,4086452.7975,3761373.71601
35.1,-3120720.39581,4086452.97874,3761372.95653
35.2,-3120720.66635,4086453.40692,3761372.2715
35.3,-3120721.18461,4086453.49412,3761371.75029
35.4,-3120721.45848,4086453.40916,3761371.61627
35.5,-3120721.47081,4086453.52394,3761371.48224
35.6,-3120721.32292,4086453.65068,3761371.46735
35.7,-3120721.33342,4086453.61506,3761371.49714
35.8,-3120721.37287,4086453.54354,3761371.54181
35.9,-3120721.43753,4086453.48036,3761371.5567
36.0,-3120721.47319,4086453.45312,3761371.5567
36.1,-3120721.49176,4086453.45274,3761371.54181
36.2,-3120721.46416,4086453.51522,3761371.49714
36.3,-3120721.41806,4086453.57802,3761371.46735
36.4,-3120721.39046,4086453.6405,3761371.42267
36.5,-3120721.29391,4086453.68663,3761371.45246
36.6,-3120721.22546,4086453.7941,3761371.39289
36.7,-3120721.10517,4086453.85837,3761371.42267
36.8,-3120721.04576,4086453.90374,3761371.42267
36.9,-3120720.93877,4086453.98544,3761371.42267
