36.3701718333,127.368045833,50
36.3701716667,127.368047,50
36.3701708333,127.368047333,50
36.3701678333,127.368044667,50
36.3701663333,127.368043,50
36.3701663333,127.368039167,50
36.3701675,127.3680285,50
36.3701693333,127.3680215,50
36.3701705,127.368012333,50
36.3701733333,127.368002333,50
36.3701771667,127.367993333,50
36.370182,127.367984167,50
36.3701881667,127.367975,50
36.3701946667,127.367965667,50
36.3701976667,127.367954,50
36.3701935,127.367943667,50
36.3701861667,127.367933667,50
36.370178,127.367924333,50
36.3701706667,127.3679145,50
36.3701623333,127.367904333,50
36.3701546667,127.367894833,50
36.3701471667,127.367885333,50
36.3701378333,127.3678775,50
36.3701266667,127.367872,50
36.3701165,127.3678655,50
36.3701041667,127.367860167,50
36.370094,127.367853333,50
36.3700828333,127.367845333,50
36.3700718333,127.367838333,50
36.3700598333,127.367832167,50
36.3700496667,127.367826333,50
36.3700375,127.367821167,50
36.3700245,127.367816667,50
36.3700123333,127.367812167,50
36.3699998333,127.367808167,50
36.369987,127.367805,50
36.3699743333,127.3678015,50
36.3699631667,127.367797833,50
36.3699528333,127.367793167,50
36.3699413333,127.367789333,50
36.3699296667,127.3677875,50
36.3699186667,127.367787,50
36.3699078333,127.367786667,50
36.3698973333,127.367785667,50
36.369887,127.367783833,50
36.3698768333,127.367784333,50
36.3698676667,127.367785333,50
36.369857,127.367786833,50
36.3698481667,127.367787333,50
36.3698355,127.367783333,50
36.3698253333,127.367784167,50
36.3698153333,127.367785833,50
36.3698073333,127.367789167,50
36.3697973333,127.367792167,50
36.3697861667,127.367795,50
36.3697756667,127.3677975,50
36.3697653333,127.367802833,50
36.3697571667,127.367809333,50
36.3697488333,127.367816333,50
36.369739,127.367823167,50
36.369731,127.367831833,50
36.3697216667,127.367839,50
36.3697106667,127.367846333,50
36.3697011667,127.3678525,50
36.3696908333,127.3678605,50
36.3696805,127.367866833,50
36.3696713333,127.367873833,50
36.369661,127.367882,50
36.369652,127.367890833,50
36.3696435,127.367899167,50
36.3696336667,127.367907667,50
36.3696248333,127.367915667,50
36.3696163333,127.367924,50
36.3696078333,127.367932,50
36.3695995,127.36794,50
36.369591,127.367948,50
36.3695823333,127.367955833,50
36.3695738333,127.3679635,50
36.3695643333,127.367971333,50
36.3695553333,127.3679795,50
36.3695465,127.367988,50
36.3695381667,127.367995667,50
36.3695293333,127.368003333,50
36.3695205,127.368012333,50
36.3695116667,127.368020167,50
36.3695016667,127.3680275,50
36.3694918333,127.368035,50
36.3694821667,127.368042167,50
36.3694723333,127.368049167,50
36.3694626667,127.368056167,50
36.3694535,127.368063,50
36.369445,127.368070833,50
36.3694361667,127.368078833,50
36.369428,127.368087333,50
36.3694191667,127.368095167,50
