36.3694108333,127.368104,50
36.3694016667,127.368112833,50
36.3693921667,127.368121833,50
36.369383,127.368129833,50
36.369374,127.368136833,50
36.3693648333,127.368143333,50
36.369356,127.3681505,50
36.3693466667,127.368158667,50
36.3693366667,127.368167167,50
36.3693273333,127.368175833,50
36.3693181667,127.368183333,50
36.3693091667,127.3681895,50
36.3693005,127.368195833,50
36.3692916667,127.368202667,50
36.369283,127.368210167,50
36.3692745,127.368218,50
36.3692658333,127.368225667,50
36.3692573333,127.368233667,50
36.3692485,127.368241667,50
36.3692396667,127.3682485,50
36.369231,127.368255333,50
36.3692221667,127.3682625,50
36.3692121667,127.368269833,50
36.3692018333,127.368277333,50
36.369192,127.368284167,50
36.3691836667,127.368291167,50
36.3691756667,127.368298833,50
36.369167,127.368306667,50
36.369158,127.3683145,50
36.3691485,127.368322667,50
36.3691393333,127.368330833,50
36.3691298333,127.368338667,50
36.3691205,127.368346667,50
36.3691108333,127.368354667,50
36.3691016667,127.368362667,50
36.3690926667,127.368370167,50
36.3690836667,127.368377333,50
36.3690745,127.368384667,50
36.3690646667,127.368391667,50
36.3690545,127.368398,50
36.3690443333,127.368405167,50
36.3690363333,127.368413333,50
36.3690285,127.368421833,50
36.3690211667,127.368431,50
36.369014,127.368440333,50
36.369006,127.368450167,50
36.3689966667,127.368460167,50
36.3689888333,127.3684705,50
36.3689816667,127.3684815,50
36.3689748333,127.368492833,50
36.3689691667,127.368503667,50
36.3689633333,127.368515167,50
36.3689571667,127.368526833,50
36.368952,127.368537833,50
36.3689461667,127.368549333,50
36.3689401667,127.368562333,50
36.3689346667,127.368574833,50
36.3689305,127.368587333,50
36.3689278333,127.368600167,50
36.3689256667,127.368613,50
36.3689226667,127.368625667,50
36.3689196667,127.368639667,50
36.3689178333,127.3686545,50
36.368916,127.3686675,50
36.3689141667,127.368680167,50
36.3689118333,127.368691,50
36.3689108333,127.368704833,50
36.3689108333,127.368718167,50
36.3689086667,127.3687315,50
36.3689086667,127.368745167,50
36.3689096667,127.368758167,50
36.368911,127.368772,50
36.3689133333,127.368785167,50
36.3689163333,127.368797833,50
36.3689218333,127.368806,50
36.3689273333,127.3688155,50
36.3689315,127.368827333,50
36.368935,127.36884,50
36.3689376667,127.368852833,50
36.3689403333,127.368866167,50
36.3689441667,127.368879333,50
36.3689481667,127.368892333,50
36.3689535,127.368905667,50
36.3689581667,127.368918667,50
36.368964,127.368931333,50
36.368969,127.368942833,50
36.3689746667,127.368955167,50
36.3689813333,127.368967667,50
36.3689881667,127.368979,50
36.3689946667,127.368991833,50
36.3690001667,127.369002167,50
36.3690071667,127.369012167,50
36.3690155,127.369024,50
36.3690238333,127.369037833,50
36.3690323333,127.369049667,50
36.3690428333,127.369063,50
36.3690535,127.369074333,50
36.3690636667,127.369085,50
36.3690741667,127.369095833,50
36.3690843333,127.369105333,50
36.3690948333,127.369114333,50
36.3691046667,127.369124,50
36.3691155,127.369132333,50
36.3691261667,127.369139833,50
36.3691361667,127.369147167,50
36.3691473333,127.369153333,50
36.3691596667,127.369160167,50
36.3691726667,127.3691665,50
36.3691866667,127.3691715,50
36.3691996667,127.3691755,50
36.3692121667,127.369179167,50
36.3692245,127.369181833,50
36.3692358333,127.369184,50
36.3692475,127.369185833,50
36.369263,127.369190167,50
36.369276,127.3691905,50
36.3692891667,127.369192,50
36.369302,127.369192333,50
36.3693158333,127.369193,50
36.3693281667,127.3691895,50
36.3693423333,127.369190333,50
36.369355,127.369188833,50
36.3693661667,127.369186667,50
36.3693773333,127.369186167,50
36.369389,127.369184,50
36.369399,127.369176333,50
36.3694098333,127.369169667,50
36.3694201667,127.3691635,50
36.3694301667,127.369156,50
36.36944,127.369149167,50
36.369448,127.369140333,50
36.3694566667,127.369132,50
36.3694656667,127.369122333,50
36.3694743333,127.369111167,50
36.369483,127.369103333,50
36.3694923333,127.369096667,50
36.3695018333,127.369088167,50
36.369511,127.369080667,50
36.36952,127.369072667,50
36.3695288333,127.369063833,50
36.3695376667,127.369057167,50
36.3695465,127.369050667,50
36.3695551667,127.369044167,50
36.3695641667,127.3690375,50
36.3695736667,127.3690305,50
36.3695818333,127.369022667,50
36.3695903333,127.369014833,50
36.369599,127.369007167,50
36.3696076667,127.369000167,50
36.3696163333,127.368991833,50
36.3696256667,127.368983667,50
36.3696353333,127.368976,50
36.3696445,127.368968333,50
36.3696521667,127.368960833,50
36.36966,127.368950833,50
36.369667,127.368942,50
36.3696748333,127.368935167,50
36.3696831667,127.368927333,50
36.3696915,127.368919,50
36.3696998333,127.368912333,50
36.3697083333,127.368906167,50
36.3697171667,127.368898333,50
36.3697256667,127.368892167,50
36.3697343333,127.368886333,50
36.3697428333,127.368880667,50
36.3697498333,127.368873667,50
36.3697566667,127.368867,50
36.3697653333,127.368860833,50
36.3697745,127.368851667,50
36.3697826667,127.368842167,50
36.369792,127.368833333,50
36.3698013333,127.368825167,50
36.3698101667,127.368817167,50
36.3698183333,127.368809167,50
36.3698268333,127.3688015,50
36.3698355,127.368793833,50
36.3698436667,127.368787167,50
36.3698511667,127.36878,50
36.3698591667,127.368773333,50
36.3698686667,127.368767,50
36.369878,127.368761333,50
36.3698871667,127.3687555,50
36.3698953333,127.3687475,50
36.3699041667,127.36874,50
36.3699128333,127.368733667,50
36.3699206667,127.368725833,50
36.3699298333,127.368715167,50
36.3699383333,127.368707333,50
36.3699471667,127.368698333,50
36.3699558333,127.368690667,50
36.3699648333,127.3686835,50
36.3699736667,127.368676,50
36.3699836667,127.368669,50
36.3699938333,127.368663167,50
36.3700026667,127.368656667,50
36.37001,127.36865,50
36.3700175,127.3686415,50
36.3700253333,127.368634333,50
36.3700336667,127.368627667,50
36.3700416667,127.368621167,50
36.3700491667,127.3686155,50
36.370058,127.368608833,50
36.3700675,127.368600667,50
36.370077,127.368593,50
36.3700866667,127.368584333,50
36.3700963333,127.368576667,50
36.3701058333,127.368568833,50
36.3701148333,127.368562167,50
36.3701241667,127.3685525,50
36.3701321667,127.3685435,50
36.3701405,127.368535,50
36.3701478333,127.368525333,50
36.3701548333,127.368517667,50
36.3701621667,127.368508333,50
36.3701693333,127.368498,50
36.3701761667,127.3684875,50
36.3701835,127.3684775,50
36.3701908333,127.368467667,50
36.3701978333,127.368458,50
36.370204,127.368448167,50
36.3702098333,127.368437333,50
36.3702161667,127.368426,50
36.3702215,127.368415333,50
36.3702266667,127.368403667,50
36.3702308333,127.368392833,50
36.3702343333,127.368380833,50
36.3702371667,127.368369167,50
36.3702398333,127.368357167,50
36.3702423333,127.368344667,50
36.3702453333,127.368331667,50
36.3702478333,127.368317,50
36.3702495,127.368303833,50
36.37025,127.3682915,50
36.3702508333,127.368278,50
36.3702521667,127.368264333,50
36.3702525,127.368251833,50
36.3702531667,127.3682375,50
36.370255,127.368222,50
36.370254,127.368207167,50
36.3702521667,127.368193167,50
36.3702506667,127.368178,50
36.3702493333,127.368163667,50
36.3702471667,127.3681505,50
36.3702441667,127.368137667,50
36.3702405,127.368124333,50
36.3702383333,127.368108833,50
36.370236,127.368093667,50
36.370232,127.368079167,50
36.370228,127.3680655,50
36.3702243333,127.368052667,50
36.3702208333,127.368042833,50
36.3702161667,127.368039,50
36.3702071667,127.368039,50
36.3701948333,127.3680415,50
36.3701835,127.368044,50
36.370173,127.368048833,50
36.3701645,127.368053667,50
36.3701568333,127.368053167,50
36.370151,127.368057167,50
36.3701495,127.368060167,50
36.370148,127.3680595,50
36.3701478333,127.368057333,50
36.3701481667,127.368057667,50
36.3701486667,127.3680585,50
36.3701488333,127.3680595,50
36.3701488333,127.36806,50
36.3701486667,127.368060167,50
36.3701481667,127.3680595,50
36.3701478333,127.368058667,50
36.3701473333,127.368058,50
36.3701476667,127.368056833,50
36.370147,127.3680555,50
36.3701473333,127.368054,50
36.3701473333,127.368053167,50
36.3701473333,127.368051667,50
